"a0","name","category","developer","rating"
"a2218","Rock Hero","Music","Guitar & Music Games","3.7"
"a2219","Terraria.","Adventure","505 Games Srl","4.2"
"a2220","Syberia (Full)","Adventure","Anuman","4.4"
"a2221","Adventure Time Game Wizard","Adventure","Cartoon Network","4.1"
"a2222","Adventure Time Puzzle Quest","Puzzle","D3 Go!","3.8"
"a2223","Bubble Poke\u2122","Puzzle","NRS Magic LTD","4.1"
"a2224","Forest Rescue: Match 3 Puzzle","Puzzle","Qublix Games","4.6"
"a2225","Water Splash - Cool Match 3","Puzzle","CookApps","4.5"
"a2226","Angry Birds Fight! RPG Puzzle","Puzzle","Rovio Entertainment Ltd.","4.3"
"a2227","Club Penguin Island","Casual","Disney","2.4"
"a2228","Harvest Land","Casual","MysteryTag","4.4"
"a2229","Another World","Adventure","DotEmu","4.4"
"a2230","Piggy Boom","Casual","RAFO TECHNOLOGY INC","4.6"
"a2231","Mahjong Journey\u00ae","Casual","G5 Entertainment","4.5"
"a2232","I Like Being With You","Casual","Luo Zhi En","4.3"
"a2233","Best Fiends - Puzzle Adventure","Casual","Seriously Digital Entertainment Ltd.","4.6"
"a2234","Dragon Evolution","Casual","Tapps Games","4.7"
"a2235","Angry Gran 2","Arcade","Ace Viral","3.9"
"a2236","KarmaRun","Arcade","U-Play Online","4.4"
"a2237","Angry Gran RadioActive Run","Racing","Ace Viral","3.8"
"a2238","Rope Escape","Arcade","Deemedya INC","4.4"
"a2239","Jewels Legend","Arcade","LinkDesks LLC","4.6"
"a2240","Smove","Arcade","Simple Machine","4.1"
"a2241","Pako - Car Chase Simulator","Racing","Tree Men Games","4.4"
"a2242","Quell","Puzzle","FallenTreeGames","4.4"
"a2243","Adventures of Poco Eco","Adventure","POSSIBLE Games","4.2"
"a2244","Gelato Flicker","Casual","Thumbspire","4.5"
"a2245","Moy Restaurant \ud83c\udf54 Cooking Game","Casual","Frojo Apps","3.9"
"a2246","Restaurant Story: Coffee Shop","Casual","TeamLava Games","4.0"
"a2247","Restaurant Tycoon","Casual","AppOn Innovate","3.9"
"a2248","Cooking Tycoon","Casual","Words Mobile","4.2"
"a2249","Rising Super Chef:Cooking Game","Casual","Mini Stone Games","4.4"
"a2250","Moy \ud83c\udf54 Restaurant Chef","Casual","Frojo Apps","4.1"
"a2251","Restaurant Story 2","Casual","Storm8 Studios","3.9"
"a2252","Chef Town: Cooking Simulation","Casual","Nanobit Games","4.2"
"a2253","Restaurant Story\u2122","Casual","Storm8 Studios","4.2"
"a2254","Burger Shop","Casual","GoBit Games","4.2"
"a2255","Pancakes!!!","Casual","Flowerpot Games LLC","4.2"
"a2256","Match-3 Rorys Restaurant","Casual","Tamalaki","3.7"
"a2257","Diner Dash","Casual","Glu","4.1"
"a2258","World Chef","Casual","Social Point","4.4"
"a2259","Make Breakfast Food!","Casual","Kids Food Games Inc.","3.6"
"a2260","Crazy Diner Day","Casual","TabTale","3.7"
"a2261","Burger Shop FREE","Casual","GoBit Games","4.5"
"a2262","COOKING DASH","Casual","Glu","4.2"
"a2263","Wash dishes girls games","Casual","Ozone Development","3.8"
"a2264","Burger Tycoon","Casual","mobistar","4.0"
"a2265","Table Tennis Touch","Sports","Yakuto","4.5"
"a2266","Piano - Magic White Tiles 2","Music","Amanotes JSC.","4.4"
"a2267","Fashion Girl Power","Role Playing","Cyber-mind","4.0"
"a2268","Beauty Hair Salon: Fashion SPA","Educational","Bear Hug Media Inc","3.6"
"a2269","Frozen Free Fall","Puzzle","Disney","4.3"
"a2270","Where's My Mickey? Free","Puzzle","Disney","4.0"
"a2271","Bubble Birds 4 - Match 3","Arcade","ZiMAD","4.2"
"a2272","Magic Jigsaw Puzzles","Puzzle","ZiMAD","4.4"
"a2273","Juice Jam","Puzzle","Jam City, Inc.","4.4"
"a2274","Clawbert","Casual","HyperBeard","4.7"
"a2275","Animal Jam - Play Wild!","Casual","WildWorks","4.6"
"a2276","Falling Fred","Arcade","Dedalord","4.0"
"a2277","Shadow Runner","Arcade","red gravity","3.2"
"a2278","Banana Kong","Action","FDG Entertainment GmbH & Co.KG","4.4"
"a2279","Little Things\u00ae Forever","Casual","KlickTock","4.3"
"a2280","Baby Hazel Kitchen Time","Casual","Axis Entertainment","3.9"
"a2281","Tamagotchi Classic - Gen1","Casual","BANDAI NAMCO Entertainment Inc.","3.8"
"a2282","Game Dev Story","Casual","Kairosoft Co.,Ltd","4.6"
"a2283","My PlayHome School","Casual","Shimon Young","4.4"
"a2284","Hotel Dash Deluxe","Casual","Glu","3.8"
"a2285","Dr. Panda's Swimming Pool","Casual","Dr. Panda","4.2"
"a2286","My PlayHome Stores","Casual","Shimon Young","4.4"
"a2287","Flight Control","Casual","BANDAI NAMCO Entertainment America Inc.","3.8"
"a2288","Wedding Dash Deluxe","Casual","Glu","3.9"
"a2289","Idle Evolution","Casual","Incremental Inc.","4.0"
"a2290","Little Inferno","Casual","Tomorrow Corporation","4.5"
"a2291","MONOPOLY","Casual","ELECTRONIC ARTS","3.8"
"a2292","SpongeBob's Game Frenzy","Casual","Nickelodeon","4.0"
"a2293","Bloons TD 4","Casual","ninja kiwi","3.8"
"a2294","Plants vs. Zombies\u2122","Casual","ELECTRONIC ARTS","4.0"
"a2295","Fashion Doll Hair SPA","Educational","Bear Hug Media Inc","3.7"
"a2296","Princess Makeover: Girls Games","Educational","Salon\u2122","3.6"
"a2297","Fashion Story: Ballet","Casual","TeamLava Games","3.9"
"a2298","Fashion Story: Young Love","Casual","Storm8 Studios","4.1"
"a2299","Fashion Story: Spring Runway","Casual","Storm8 Studios","4.3"
"a2300","Fashion Story: Daring Red","Casual","Storm8 Studios","4.1"
"a2301","Dress Up - Doll Salon","Casual","Libii","4.0"
"a2302","Tiffany 201 - Fashion Dressup","Casual","Girl Games - Vasco Games","3.9"
"a2303","Dress Up Fashion Girl","Casual","galaticdroids","4.0"
"a2304","Fashion Story: Arena Fierce","Casual","TeamLava Games","4.0"
"a2305","Top Stylist","Casual","Crowdstar Inc","3.3"
"a2306","Best Dress Up and Makeup Games","Casual","Best Girls Dress Up Makeup and Nail Manicure Games","3.8"
"a2307","WORLD FASHION TRIP - GIRL GAME","Casual","Girl Games - Vasco Games","3.8"
"a2308","Piano Holic2","Music","CHERRY","4.0"
"a2309","Dress up Dolls","Casual","Bubadu","3.9"
"a2310","Piano Master 2","Music","B77 Entertainment","4.2"
"a2311","Piano And Notes For Toddlers","Music","GameNICA","3.6"
"a2312","Piano Holic(rhythm game)-free","Music","CHERRY","4.5"
"a2313","Professional Piano For Kids","Music","GameNICA","3.9"
"a2314","Free Smart Piano","Music","andro ouzapp","3.9"
"a2315","Xylophone Piano for Kids","Music","Batalsoft","3.9"
"a2316","Kids Piano Free","Music","Indocipta Studio","4.0"
"a2317","Piano","Music","nullapp","3.8"
"a2318","Doodle Devil Blitz","Trivia","JoyBits Co. Ltd.","4.1"
"a2319","Alchademy","Casual","HyperBeard","4.0"
"a2320","One More Dash","Casual","SMG Studio","4.2"
"a2321","Banner Saga 2","Role Playing","Versus Evil","4.0"
"a2322","Threes! Free","Puzzle","Sirvo llc","4.2"
"a2323","Shooting Stars!","Action","Noodlecake Studios Inc","4.5"
"a2324","Superbrothers Sword & Sworcery","Adventure","Capybara Games","4.4"
"a2325","Power Hover","Action","Oddrok","4.2"
"a2326","Monster VS Zombie","Strategy","9FACTORY","4.5"
"a2327","Duck Dynasty \u00ae Family Empire","Casual","Reliance Big Entertainment (UK) Private Limited","4.1"
"a2328","Paddle Panda","Arcade","A. Cunningham","4.0"
"a2329","Egg Car - Don't Drop the Egg!","Arcade","Orangenose Studio","4.1"
"a2330","Infiltrating the Airship","Casual","PuffballsUnited","4.6"
"a2331","Fashion Story\u2122","Casual","Storm8 Studios","4.2"
"a2332","Covet Fashion - Dress Up Game","Casual","Crowdstar Inc","4.1"
"a2333","Glam Doll Salon: BFF Mall Date","Casual","Salon\u2122","3.9"
"a2334","Hammer Time!","Arcade","The Binary Mill","3.8"
"a2335","Hungry Babies Mania","Arcade","Storm8 Studios","4.2"
"a2336","North Pole Holiday","Casual","Salon\u2122","3.9"
"a2337","Team Awesome","Arcade","Ezone.com","4.2"
"a2338","Ball Jump","Arcade","Ketchapp","4.0"
"a2339","Style Me Girl: Free 3D Dressup","Casual","Frenzoo","4.2"
"a2340","Blasty Bubs - Brick Breaker","Arcade","QuickByte Games","4.7"
"a2341","Wedding Preparation Salon","Casual","TNN Game","4.1"
"a2342","Glow Hockey 2","Arcade","Natenai Ariyatrakool","4.0"
"a2343","Makeup Salon Games & Dress Up","Casual","Internet Design Zone","4.1"
"a2344","Fashion Star - Model Salon","Casual","Beauty Inc","3.8"
"a2345","Glam Doll Salon - Chic Fashion","Casual","Salon\u2122","3.9"
"a2346","Make-up Salon - girls games","Casual","6677g.com","3.7"
"a2347","Ski Safari 2","Arcade","Sleepy Z Studios","4.5"
"a2348","Angry Birds Seasons","Arcade","Rovio Entertainment Ltd.","4.3"
"a2349","Ice Princess - Girls Games","Casual","Frozen Network Inc","3.8"
"a2350","Star Girl","Casual","Animoca","4.3"
"a2351","Cheerleader Girls Football Fan","Casual","Salon\u2122","3.9"
"a2352","Fashion Doll: Shopping Day SPA","Casual","Fashion Doll Games Inc","3.9"
"a2353","Princess Royal Fashion Salon","Casual","Salon\u2122","3.9"
"a2354","PORTABLE SOCCER DX Lite","Sports","CHOBIN.net","4.1"
"a2355","Hoppy Frog","Casual","Turbo Chilli","4.2"
"a2356","Savant - Ascent","Arcade","D-Pad Studio","4.5"
"a2357","Galaxy Storm","Arcade","Gazzapper Games","3.6"
"a2358","Super Drill Panic FREE","Arcade","OrangePixel","3.9"
"a2359","Juggle","Arcade","Magma Mobile","3.9"
"a2360","Papi Break","Arcade","Sunflat","3.9"
"a2361","Pegland Deluxe","Arcade","PlayScape","3.9"
"a2362","Jupiter Jump","Arcade","Noodlecake Studios Inc","3.4"
"a2363","Real Retro Games","Arcade","NOMOC","4.3"
"a2364","Real Percussion","Music & Audio","Kolb","3.9"
"a2365","The Drum","Music & Audio","Beans Mobile","4.2"
"a2366","Congas & Bongos","Music & Audio","Kolb","3.8"
"a2367","Hip Hop Pads","Music & Audio","Kolb","4.2"
"a2368","Classic Drum","Music & Audio","Kolb","4.3"
"a2369","Dubstep Pads","Music & Audio","Kolb","4.2"
"a2370","Electro Pads","Music & Audio","Kolb","4.2"
"a2371","Tabla","Music & Audio","Kolb","4.0"
"a2372","Funk Brasil","Music & Audio","Kolb","4.2"
"a2373","Drum","Music","unibit","3.9"
"a2374","Drum Solo HD","Music","Batalsoft","4.0"
"a2375","Bloody Monsters","Action","RV AppStudios","4.3"
"a2376","Shoot War\uff1aProfessional Striker","Action","WAWOO Studio","3.9"
"a2377","Zombie Assault:Sniper","Action","FT Games","4.2"
"a2378","Dinosaur Hunter: Survival Game","Simulation","Sergey Laytful","3.9"
"a2379","PickCrafter","Simulation","Fiveamp","4.3"
"a2380","Nubs' Adventure","Adventure","IMakeGames","4.2"
"a2381","Space Expedition","Adventure","Mobirate Ltd","4.5"
"a2382","Real Guitar - Guitar Simulator","Music","Tiny Spider","4.0"
"a2383","Power Guitar HD","Music","Batalsoft","3.9"
"a2384","Guitar Legend","Music","Siroco Venture","3.8"
"a2385","Electric Guitar","Music","Alkaline Labs Apps","3.8"
"a2386","Devious Dungeon","Action","Noodlecake Studios Inc","4.4"
"a2387","Guitar","Music","nullapp","3.9"
"a2388","Random Heroes 2","Action","Noodlecake Studios Inc","4.1"
"a2389","Rock vs Guitar Legends 2015 HD","Music","HGamesArt","3.8"
"a2390","Space Dance","Arcade","mobirixsub","4.4"
"a2391","Disco Ducks","Puzzle","Tactile Entertainment","4.5"
"a2392","Baby Hazel Ballerina Dance","Casual","Axis Entertainment","3.9"
"a2393","Coco Party - Dancing Queens","Casual","Coco Play By TabTale","4.0"
"a2394","Super Dancer","Arcade","wu guangxing","4.1"
"a2395","Guitar Riff Pro","Education","Learn To Master","4.3"
"a2396","Astro Boy Piano Lite","Educational","Baby Cortex","4.0"
"a2397","Ballet Dancer: Show Time Salon","Educational","Beauty Inc","3.8"
"a2398","Jimi Guitar Lite","Music & Audio","Tokata","3.9"
"a2399","Baby Zoo Piano for Toddlers","Educational","GoKids!","4.0"
"a2400","Kids Fun Animal Piano Pro","Music","App Family","4.5"
"a2401","123 Kids Fun MUSIC","Music","123 Kids Fun Apps - Educational apps for Kids","4.1"
"a2402","Toddler Sing and Play 2 Pro","Music","ToddlerTap","4.1"
"a2403","Gaby Estrella Karaok\u00ea","Music","Globosat","4.1"
"a2404","Kids Fun Animal Piano Free","Music","App Family","3.9"
"a2405","Tiffany Alvord Dream World","Music","Star Girl Apps","4.3"
"a2406","Piano for Kids","Music","Arroogance Technologies","3.7"
"a2407","Toddlers Magic Flute","Music","Alyaka","3.8"
"a2408","Toddler Sing and Play 3","Music","ToddlerTap","3.9"
"a2409","ZigZag","Arcade","Ketchapp","4.1"
"a2410","Stick Hero","Arcade","Ketchapp","4.0"
"a2411","Daddy Long Legs","Arcade","Set Snail","4.2"
"a2412","Angry Birds Space","Arcade","Rovio Entertainment Ltd.","4.4"
"a2413","Teeter Pro - free maze game","Arcade","thesurix","3.9"
"a2414","Paper Toss Boss","Arcade","Backflip Studios, Inc.","4.2"
"a2415","Glow Hockey","Arcade","Natenai Ariyatrakool","4.1"
"a2416","Prize Claw","Arcade","Game Circus LLC","4.0"
"a2417","Foot Spa - Kids games","Casual","6677g.com","3.8"
"a2418","Hoppy Frog 2 - City Escape","Arcade","Turbo Chilli","4.5"
"a2419","Gamebanjo","Arcade","Nordcurrent","4.3"
"a2420","Rock Mania","Arcade","Candy Mobile","4.1"
"a2421","10000000","Puzzle","EightyEight Games","4.5"
"a2422","Stay Alight\u00ae","Arcade","WYSE GAMES LTD","4.1"
"a2423","Borderline - Life on the Line","Arcade","CrazyLabs","4.0"
"a2424","Sky Force 2014","Arcade","Infinite Dreams","4.4"
"a2425","Ms. PAC-MAN Demo by Namco","Arcade","BANDAI NAMCO Entertainment America Inc.","4.0"
"a2426","Drum set","Music","nullapp","4.1"
"a2427","Modern Sniper","Action","Candy Mobile","4.2"
"a2428","Stick Squad - Sniper Contracts","Action","Brutal Studio","4.6"
"a2429","You Must Build A Boat","Puzzle","EightyEight Games","4.5"
"a2430","Deep Loot","Adventure","Monster and Monster","4.1"
"a2431","Disco Zoo","Casual","NimbleBit LLC","4.5"
"a2432","Only One","Role Playing","Ernest Szoka","4.4"
"a2433","Sonic Dash","Arcade","SEGA","4.4"
"a2434","Dig Deep!","Arcade","Noodlecake Studios Inc","4.0"
"a2435","Cake Match 3 Mania","Arcade","LinkDesks LLC","4.5"
"a2436","Cliff Hopper","Arcade","Mana Cube","4.5"
"a2437","Train Conductor World","Arcade","The Voxel Agents","4.4"
"a2438","TOWER BUILDER: BUILD IT","Arcade","Artik Games","4.3"
"a2439","Hexar.io","Arcade","MochiBits","4.4"
"a2440","Llama Llama Spit Spit","Arcade","Nickelodeon","4.5"
"a2441","Tower Crush","Arcade","Impossible Apps","4.4"
"a2442","THE LAMP: Advanced","Arcade","PLAYGRND","4.6"
"a2443","Gun Fu: Stickman 2","Arcade","Dobsoft Studios","4.2"
"a2444","Snake '97: retro phone classic","Arcade","dsd 164","4.3"
"a2445","Make Them Fall","Arcade","Ketchapp","3.5"
"a2446","Break the Bricks","Arcade","Candy Mobile","4.0"
"a2447","101-in-1 Games HD","Arcade","Nordcurrent","4.4"
"a2448","Radiant Free","Arcade","HEXAGE","4.1"
"a2449","PAC-MAN 256 - Endless Maze","Arcade","BANDAI NAMCO Entertainment Europe","4.4"
"a2450","Brick Breaker Arcade","Arcade","Boze Games","3.9"
"a2451","Diamond Dash - Tap the Blocks!","Arcade","Wooga","4.5"
"a2452","PAC-MAN","Arcade","BANDAI NAMCO Entertainment America Inc.","4.1"
"a2453","Geometry Dash Lite","Arcade","RobTop Games","4.5"
"a2454","Block Force - Cops N Robbers","Action","Riovox","4.1"
"a2455","Sniper Shooter Free - Fun Game","Action","Fun Games For Free","4.5"
"a2456","Pixel Gunner","Action","PixelStar Games","3.9"
"a2457","Gun Strike","Arcade","PALADIN DIGITAL CO., LTD.","4.5"
"a2458","Call of Mini: Sniper","Arcade","Triniti Interactive Ltd.","4.0"
"a2459","Zombie Craze","Arcade","CreationStudio","4.0"
"a2460","GUN ZOMBIE : HALLOWEEN","Arcade","Bluehole PNIX","4.4"
"a2461","Shooter","Arcade","Magma Mobile","4.1"
"a2462","The Crossing Dead","Arcade","Wizard Games Incorporated","4.2"
"a2463","Crossy Road","Action","Yodo1 Games","4.5"
"a2464","Growtopia","Adventure","Ubisoft Entertainment","4.1"
"a2465","Pixel Gun 3D (Pocket Edition)","Action","Pixel Gun 3D","4.5"
"a2466","Don't get fired!","Role Playing","QuickTurtle Co., Ltd.","4.4"
"a2467","Dots Heroes : RPG Defense","Action","Mr.Games","4.2"
"a2468","The Deer God","Adventure","Crescent Moon Games","3.9"
"a2469","Nimble Quest","Arcade","NimbleBit LLC","4.1"
"a2470","Ball King - Arcade Basketball","Arcade","Qwiboo Ltd","4.4"
"a2471","Ice Cream Jump","Casual","Retro Dreamer","4.2"
"a2472","Doodle Jump DC Heroes - Batman","Action","Lima Sky LLC","4.2"
"a2473","Sonic Jump Fever","Action","SEGA","4.2"
"a2474","Donkey Jump","Racing","Droidhen Casual","4.2"
"a2475","LostMiner","Adventure","Caffetteria dev.","4.4"
"a2476","Heroes of Loot Free","Arcade","OrangePixel","4.0"
"a2477","Kula Jump","Casual","Mountain Lion","3.7"
"a2478","Incredible Dot","Arcade","FGL Indie Showcase","4.4"
"a2479","Sonic Jump","Arcade","SEGA","4.3"
"a2480","Papi Jump","Arcade","Sunflat","4.3"
"a2481","Climber","Arcade","Space Inch, LLC","3.8"
"a2482","Jump & Jump - Bunny Run","Arcade","M.D Studio","4.1"
"a2483","Panda Jump","Arcade","DIVMOB","4.1"
"a2484","Jungle Jumping","Arcade","BoomBit Games","3.7"
"a2485","Froggy Jump","Arcade","Invictus Games Ltd.","4.3"
"a2486","NinJump DLX: Endless Ninja Fun","Arcade","Backflip Studios, Inc.","4.3"
"a2487","Happy Jump","Arcade","Noodlecake Studios Inc","4.3"
"a2488","Bricks DEMOLITION","Arcade","DAF","3.9"
"a2489","Tap Tap Dash","Arcade","Cheetah Games","4.5"
"a2490","Connect Bubbles","Arcade","G Soft Team","4.1"
"a2491","Stupid Zombies","Arcade","GameResort","4.4"
"a2492","Panda Jump Seasons","Arcade","DIVMOB","4.1"
"a2493","Timberman","Arcade","Digital Melody","4.1"
"a2494","Dominoes: Play it for Free","Board","Jogatina.com","4.3"
"a2495","Dice With Buddies\u2122","Board","Scopely","4.3"
"a2496","MONOPOLY HERE & NOW","Board","Hasbro Inc.","3.9"
"a2497","NCIS: Hidden Crimes","Adventure","Ubisoft Entertainment","4.5"
"a2498","Chess Master King","Board","mobirix","4.0"
"a2499","Loto","Board","AppForge Inc.","3.9"
"a2500","Fluffy Shuffle - Match-3 Game","Board","Tapps Games","4.2"
"a2501","Remi Card Indonesia Online","Board","Boyaa","3.8"
"a2502","Domino 99 - Pulsa DominoQQ","Board","CYNKING GAMES","4.5"
"a2503","Russian lotto online","Board","RstApps","4.5"
"a2504","C\u1edd c\u00e1 ng\u1ef1a - Co ca ngua","Board","QA Studios","4.0"
"a2505","Backgammon - Narde","Board","AAStudio","4.1"
"a2506","Princess memory game for kids","Board","Owlet games for kids","3.8"
"a2507","LEGO\u00ae Ninjago\u2122 Tournament","Action","LEGO System A/S","4.3"
"a2508","4 Ninja Games - Play for Free","Action","Trigonom sh.p.k.","4.3"
"a2509","Run Subway Ninja","Arcade","TEX STUDIO","3.8"
"a2510","Devil Ninja","Racing","Droid Studio","4.2"
"a2511","One Finger Death Punch","Action","mobirix","4.1"
"a2512","Yurei Ninja Classic","Arcade","Fish Crackers","4.1"
"a2513","8bit Ninja","Action","DogByte Games","3.9"
"a2514","Devil Ninja2 (Mission)","Casual","Droid Studio","4.3"
"a2515","Fighting Tiger - Liberal","Action","Jiin Feng","4.2"
"a2516","Wrestling Revolution","Sports","MDickie","4.3"
"a2517","Ashoka:The Game","Action","ColorsTv","4.1"
"a2518","Mutant Fighting Cup - RPG Game","Action","Ace Viral","4.0"
"a2519","Bladelords - the fighting game","Action","PLAYSOFT","4.4"
"a2520","Ultimate Combat Fighting","Action","Hyperkani","3.8"
"a2521","Boxing Street Fighter 2015","Action","Altivasoft","3.8"
"a2522","Mutants Genetic Gladiators","Action","Kobojo","4.5"
"a2523","Cartoon Wars: Gunner+","Arcade","GAMEVIL Inc.","4.6"
"a2524","Zombie Judgment Day!","Role Playing","Zabob Studio","4.0"
"a2525","Zombie World War","Arcade","FT Games","4.1"
"a2526","Zombidle: Kingdom Domination","Strategy","Berzerk Studio","4.4"
"a2527","Zombie Objective","Action","Killer Bean Studios","4.2"
"a2528","Stick Squad 3 - Modern Shooter","Action","Brutal Studio","4.5"
"a2529","CONTRACT KILLER 2","Action","Glu","4.3"
"a2530","LEGO\u00ae Star Wars\u2122: TCS","Action","Warner Bros. International Enterprises","3.6"
"a2531","Zombie Road Trip","Racing","Noodlecake Studios Inc","4.3"
"a2532","TMNT: Brothers Unite","Action","Nickelodeon","4.2"
"a2533","Shadowrun Returns","Action","Harebrained Schemes","4.4"
"a2534","Secret of Mana","Action","SQUARE ENIX Co.,Ltd.","4.4"
"a2535","N.O.V.A. 3 - Near Orbit...","Action","Gameloft","4.2"
"a2536","Space Marshals","Action","Pixelbite","4.8"
"a2537","Drunken Wrestlers","Sports","Oleg Skutte","4.2"
"a2538","GUN ZOMBIE","Arcade","Bluehole PNIX","4.4"
"a2539","ZOMBIES ATE MY FRIENDS","Adventure","Glu","4.4"
"a2540","Elite Killer: SWAT","Action","CanadaDroid","4.2"
"a2541","Zombie Tsunami","Arcade","Mobigame S.A.R.L.","4.4"
