,_id,ltable_ID,rtable_ID,ltable_name,ltable_category,ltable_developer,ltable_rating,rtable_name,rtable_category,rtable_developer,rtable_rating,label
23757,23757,a2673,b1966,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,Candy Dozer Coin Splash - Sweet Gummy Cookie Free-Play Arcade Casino Sim Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,3.35714,0
23759,23759,a2735,b1966,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,Candy Dozer Coin Splash - Sweet Gummy Cookie Free-Play Arcade Casino Sim Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,Sizzle Entertainment: The Best Fun Free Cool Apps and Top Addicting Games,3.35714,0
23766,23766,a2671,b1970,Pocket Bingo Free,Card,Apostek,4.1,Pocket Bingo Free,Dice,Apostek Software,3.88462,1
23784,23784,a2401,b1971,123 Kids Fun MUSIC,Music,123 Kids Fun Apps - Educational apps for Kids,4.1,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23789,23789,a2455,b1971,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23800,23800,a2586,b1971,Ninja Runner 3D,Arcade,Fast Free Games,3.8,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23802,23802,a2624,b1971,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23811,23811,a2933,b1971,Kids Shopping Games,Educational,Hippo Kids Games,4.2,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23815,23815,a3583,b1971,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23817,23817,a1054,b1971,Kids Numbers and Math FREE,Educational,Intellijoy Educational Games for Kids,4.2,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23819,23819,a1098,b1971,Train Games for Kids: Puzzles,Education,Scott Adelman Apps Inc,3.8,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23821,23821,a1114,b1971,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23823,23823,a1120,b1971,Savanna - Coloring Games Kids,Educational,MagisterApp - Educational Games for kids,3.9,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23824,23824,a1126,b1971,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23825,23825,a1129,b1971,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23826,23826,a1135,b1971,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23833,23833,a3392,b1971,Kids Dinosaur Games: Puzzles,Education,Scott Adelman Apps Inc,3.8,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23839,23839,a3591,b1971,Coloring games for kids animal,Casual,2bros - games for kids,4.3,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23842,23842,a3621,b1971,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23843,23843,a3625,b1971,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23844,23844,a3627,b1971,Kids Learn Shapes FREE,Educational,Intellijoy Educational Games for Kids,3.8,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23849,23849,a3736,b1971,Temple Unicorn Run 3D,Casual,Kids Dreams Games,4.5,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23850,23850,a1738,b1971,Kids Spelling Games,Educational,Penguin Apps,4.1,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23854,23854,a2038,b1971,Flight Pilot Simulator 3D Free,Simulation,Fun Games For Free,4.6,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23855,23855,a2039,b1971,Extreme Motorbike Jump 3D,Simulation,Pudlus Games,3.9,Teenage Ninja Run &amp; Jump Mobile - Fun 3D Kids Games Free,Entertainment,"Anarchy Arcade Free Games &amp; Apps, LLC",3.79921,0
23874,23874,a2718,b1974,Dice With Buddies\u2122 Free,Board,Scopely,4.4,Dice With Buddies: Fun New Social Dice Game,Entertainment,Scopely,4.2243,0
23875,23875,a2791,b1974,YAHTZEE\u00ae With Buddies - Dice!,Board,Scopely,4.2,Dice With Buddies: Fun New Social Dice Game,Entertainment,Scopely,4.2243,0
23880,23880,a2495,b1974,Dice With Buddies\u2122,Board,Scopely,4.3,Dice With Buddies: Fun New Social Dice Game,Entertainment,Scopely,4.2243,0
23918,23918,a1126,b1977,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,CHARADES FREE - Multiplayer word trivia for friends with new heads up timer,Word,FAD Games LLC,4.1875,0
23938,23938,a2646,b1979,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
23940,23940,a2670,b1979,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
23943,23943,a2690,b1979,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
23950,23950,a2742,b1979,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,SpinToWin Slots: Win Real Money! Free Sweepstakes,Casino,Fuzzy Button Games Inc.,5,0
23970,23970,a2613,b1984,Roulette - Casino Style!,Casino,RNF Technologies Pvt Ltd,4,Roulette Royale - FREE Casino ( Mywavia Studios ),Casino,Mywavia Studios Pvt. Ltd.,4.45454,0
23971,23971,a2643,b1984,Roulette Royale - FREE Casino,Casino,Mywavia Studios,4.1,Roulette Royale - FREE Casino ( Mywavia Studios ),Casino,Mywavia Studios Pvt. Ltd.,4.45454,0
23979,23979,a2741,b1984,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Roulette Royale - FREE Casino ( Mywavia Studios ),Casino,Mywavia Studios Pvt. Ltd.,4.45454,0
24023,24023,a2624,b1986,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24025,24025,a2646,b1986,Slots Free - Big Win Casino\u2122,Casino,FiveStar Games - Slots and Casino,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24027,24027,a2664,b1986,Vegas Jackpot Slots Casino,Casino,Rocket Speed - Casino Slots Games,4.6,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24028,24028,a2669,b1986,Jackpot Party Casino Slots 777,Casino,Scientific Games Interactive,4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24029,24029,a2670,b1986,Quick Hit\u2122 Free Casino Slots,Casino,Scientific Games Interactive,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24031,24031,a2684,b1986,Casino Slots,Casino,Mouse Games,4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24033,24033,a2690,b1986,OMG! Fortune Free Slots Casino,Casino,LuckyFish Games \u2013 Free Slot Machines,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24035,24035,a2712,b1986,Slots Lost Treasure Slot Games,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24036,24036,a2716,b1986,Slots Lucky Wolf Casino Slots,Casino,Rocket Speed - Casino Slots Games,4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24038,24038,a2673,b1986,Slots Casino Games God of Sky,Casino,Free Slots & Casino games by Huuuge,4.6,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24040,24040,a2735,b1986,Casino Games - Cleopatra Slots,Casino,Free Slots & Casino games by Huuuge,4.5,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24046,24046,a2745,b1986,GSN Casino: Free Slot Machines,Casino,"GSN Games, Inc.",4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24050,24050,a2809,b1986,777 Slots Casino,Casino,Scientific Games Interactive (IL),4.4,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24056,24056,a2742,b1986,Big Fish Casino\u2122 \u2013 Free Slots,Casino,Big Fish Games,4.3,Slots Games - Free Casino Slot Machines,Casino,Huuuge Games Sp. z o.o.,2.875,0
24201,24201,a1126,b1997,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Cool Kids Fun Run - Best Dirt Bike Games for Boys &amp; Girls,Entertainment,"Mega Rock, LLC",3.54545,0
24202,24202,a1129,b1997,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Cool Kids Fun Run - Best Dirt Bike Games for Boys &amp; Girls,Entertainment,"Mega Rock, LLC",3.54545,0
24205,24205,a1133,b1997,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Cool Kids Fun Run - Best Dirt Bike Games for Boys &amp; Girls,Entertainment,"Mega Rock, LLC",3.54545,0
24208,24208,a3214,b1997,Gus Learns Spanish for Kids,Education,"toojuice, LLC",4.7,Cool Kids Fun Run - Best Dirt Bike Games for Boys &amp; Girls,Entertainment,"Mega Rock, LLC",3.54545,0
24244,24244,a3625,b1997,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Cool Kids Fun Run - Best Dirt Bike Games for Boys &amp; Girls,Entertainment,"Mega Rock, LLC",3.54545,0
24303,24303,a1126,b1998,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Ninja Run &amp; Jump Mega 3D Kids Race - Super Mine Mini Games Stampede Free,Racing,"Mega Rock, LLC",3.73077,0
24304,24304,a1129,b1998,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Ninja Run &amp; Jump Mega 3D Kids Race - Super Mine Mini Games Stampede Free,Racing,"Mega Rock, LLC",3.73077,0
24323,24323,a3625,b1998,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Ninja Run &amp; Jump Mega 3D Kids Race - Super Mine Mini Games Stampede Free,Racing,"Mega Rock, LLC",3.73077,0
24341,24341,a94,b2002,Bike Race Free Motorcycle Game,Racing,Top Free Games.,4.5,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24347,24347,a2306,b2002,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24367,24367,a2455,b2002,Sniper Shooter Free - Fun Game,Action,Fun Games For Free,4.5,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24372,24372,a2506,b2002,Princess memory game for kids,Board,Owlet games for kids,3.8,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24378,24378,a482,b2002,Fishing for kids and babies,Educational,Babies and Kids Educational Games,3.9,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24380,24380,a2565,b2002,Eatme.io: Hungry fish fun game,Action,Junglee Games,4.1,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24382,24382,a2624,b2002,Ninja Kid Run Free - Fun Games,Action,Fun Games For Free,4.1,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24383,24383,a588,b2002,Hearts Card Game FREE,Card,Breakout Games,4.3,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24395,24395,a2933,b2002,Kids Shopping Games,Educational,Hippo Kids Games,4.2,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24404,24404,a1054,b2002,Kids Numbers and Math FREE,Educational,Intellijoy Educational Games for Kids,4.2,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24406,24406,a1080,b2002,Kids Tap and Color,Educational,Intellijoy Educational Games for Kids,4.5,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24413,24413,a1114,b2002,Peekaboo Kids - Free Kids Game,Education,Tappy Happy kids apps & games for kids,3.8,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24415,24415,a1120,b2002,Savanna - Coloring Games Kids,Educational,MagisterApp - Educational Games for kids,3.9,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24417,24417,a1129,b2002,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24420,24420,a1135,b2002,Dino Puzzle Games for Kids,Puzzle,Tiltan Games,4,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24422,24422,a3211,b2002,Color Block Puzzle Brick Game,Casual,Baca Baca Games,null,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24423,24423,a1164,b2002,Kids Tap and Color (Lite),Educational,Intellijoy Educational Games for Kids,3.8,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24430,24430,a3391,b2002,Kids Dinosaur Scratch & Color,Educational,YOGER GAMES,3.7,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24434,24434,a3525,b2002,Color Mixing Studio - FREE,Educational,BabyBus Kids Games,3.9,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24440,24440,a3583,b2002,Colors Matching Games for Kids,Educational,Eggroll Games,4.3,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24441,24441,a3591,b2002,Coloring games for kids animal,Casual,2bros - games for kids,4.3,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24444,24444,a3621,b2002,Birthday party: Games for kids,Educational,Preschool & Kindergarten Learning Kids Games,4,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24446,24446,a3625,b2002,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24447,24447,a3627,b2002,Kids Learn Shapes FREE,Educational,Intellijoy Educational Games for Kids,3.8,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24450,24450,a3676,b2002,Bubble Shooter Pet Pop Mania,Casual,HDuo Fun Games,4.3,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24456,24456,a1736,b2002,Box Island - Kids Coding Game!,Educational,Radiant Games,4.4,Color Bubbles Pop Mania - Cute Fun Simple Silly Boys and Girls Game (Free HD Kids Games),Games,Top Action Games,4.23112,0
24547,24547,a1126,b2009,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Bike Race of Slender-man's Pages - Fun Kids (Girl &amp; Boy) Dirt Bike Racing Games (8+) Free,Entertainment,"Mega Rock, LLC",4.13793,0
24548,24548,a1129,b2009,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Bike Race of Slender-man's Pages - Fun Kids (Girl &amp; Boy) Dirt Bike Racing Games (8+) Free,Entertainment,"Mega Rock, LLC",4.13793,0
24578,24578,a3625,b2009,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Bike Race of Slender-man's Pages - Fun Kids (Girl &amp; Boy) Dirt Bike Racing Games (8+) Free,Entertainment,"Mega Rock, LLC",4.13793,0
24697,24697,a2741,b2019,Scatter Slots: Free Fun Casino,Casino,Murka Ltd.,4.6,Buffalo Slots Free-Royal Casino Fun Slot Machines!,Dice,"Luckios Game Co., Ltd.",4.69998,0
24854,24854,a1126,b2023,Pooza - FREE Puzzles for Kids,Education,ImagiRation LLC,4.5,Cool Kids Ninja Run - Fun Dirt Bike Games for Boys &amp; Girls Free,Racing,"Mega Rock, LLC",3.75,0
24855,24855,a1129,b2023,Kids doodle games for toddlers,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Cool Kids Ninja Run - Fun Dirt Bike Games for Boys &amp; Girls Free,Racing,"Mega Rock, LLC",3.75,0
24858,24858,a1133,b2023,Coloring book for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.2,Cool Kids Ninja Run - Fun Dirt Bike Games for Boys &amp; Girls Free,Racing,"Mega Rock, LLC",3.75,0
24861,24861,a3214,b2023,Gus Learns Spanish for Kids,Education,"toojuice, LLC",4.7,Cool Kids Ninja Run - Fun Dirt Bike Games for Boys &amp; Girls Free,Racing,"Mega Rock, LLC",3.75,0
24901,24901,a3625,b2023,Baby puzzles & games for kids,Educational,Bimi Boo Kids - Games for boys and girls LLC,4.6,Cool Kids Ninja Run - Fun Dirt Bike Games for Boys &amp; Girls Free,Racing,"Mega Rock, LLC",3.75,0
24936,24936,a2306,b2025,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,iRoll Up Friends: Multiplayer Rolling and Smoking Simulator Game,Inc.,"Tapgang Apps and Games, Inc.",3.125,0
24937,24937,a2332,b2025,Covet Fashion - Dress Up Game,Casual,Crowdstar Inc,4.1,iRoll Up Friends: Multiplayer Rolling and Smoking Simulator Game,Inc.,"Tapgang Apps and Games, Inc.",3.125,0
24939,24939,a2306,b2027,Best Dress Up and Makeup Games,Casual,Best Girls Dress Up Makeup and Nail Manicure Games,3.8,iRoll Up the Rolling and Smoking Simulator Game,Inc.,"Tapgang Apps and Games, Inc.",212 Ratings,0
